Time Bucket (Europe/Budapest),Hauptverteiler_1 (kWatts),Hauptverteiler_2 (kWatts),Hauptverteiler_3 (kWatts),Garage 1 (kWatts),Garage 2 (kWatts),Garage 3 (kWatts),UV 1 (kWatts),UV 2 (kWatts),UV 3 (kWatts),Mikrowelle (71) (kWatts),Arbeitszimmer (17) (kWatts),Sina (23) (kWatts),Malte (22) (kWatts),Studio (20) (kWatts),Lüftung (31) (kWatts),Geschirrspüler (38) (kWatts),Heizung (32) (kWatts),Backofen (kWatts),Kühltruhe (kWatts)
07/11/2022 08:16:00,0.2415,0.0512,0.0826,0.0015,0.0687,0.0095,0.0110,0.0101,0.0053,0.0024,0.0111,0.0000,0.0000,0.0171,0.0206,0.0099,0.0156,0.0000,0.0559
07/11/2022 08:17:00,0.1771,0.0511,0.0873,0.0013,0.0069,0.0089,0.0103,0.0102,0.0053,0.0026,0.0107,0.0000,0.0000,0.0195,0.0204,0.0080,0.0205,0.0000,0.0556
07/11/2022 08:18:00,0.1700,0.0508,0.0929,0.0015,0.0064,0.0092,0.0099,0.0101,0.0050,0.0023,0.0111,0.0000,0.0000,0.0174,0.0205,0.0118,0.0260,0.0000,0.0558
07/11/2022 08:19:00,0.1635,0.0509,0.0928,0.0012,0.0068,0.0092,0.0098,0.0101,0.0050,0.0026,0.0111,0.0000,0.0000,0.0163,0.0205,0.0088,0.0263,0.0000,0.0532
07/11/2022 08:20:00,0.1583,0.0510,0.0916,0.0015,0.0070,0.0091,0.0097,0.0099,0.0053,0.0015,0.0109,0.0000,0.0000,0.0179,0.0205,0.0082,0.0248,0.0000,0.0537
07/11/2022 08:21:00,0.1024,0.0506,0.0948,0.0011,0.0068,0.0090,0.0095,0.0100,0.0046,0.0021,0.0111,0.0000,0.0000,0.0193,0.0204,0.0090,0.0277,0.0000,0.0011
07/11/2022 08:22:00,0.1010,0.0504,0.0996,0.0011,0.0069,0.0094,0.0092,0.0098,0.0047,0.0020,0.0110,0.0000,0.0000,0.0193,0.0205,0.0109,0.0332,0.0000,0.0000
07/11/2022 08:23:00,0.1114,0.0512,0.1076,0.0011,0.0068,0.0089,0.0090,0.0103,0.0052,0.0015,0.0111,0.0000,0.0000,0.0189,0.0203,0.0106,0.0410,0.0000,0.0000
07/11/2022 08:24:00,0.1145,0.0508,0.1092,0.0015,0.0065,0.0089,0.0092,0.0100,0.0046,0.0024,0.0110,0.0000,0.0000,0.0178,0.0204,0.0097,0.0424,0.0000,0.0000
07/11/2022 08:25:00,0.1152,0.0503,0.1044,0.0013,0.0062,0.0093,0.0092,0.0098,0.0046,0.0025,0.0112,0.0000,0.0000,0.0181,0.0205,0.0102,0.0382,0.0000,0.0000
07/11/2022 08:26:00,0.1153,0.0508,0.0974,0.0018,0.0066,0.0092,0.0089,0.0101,0.0051,0.0024,0.0109,0.0000,0.0000,0.0195,0.0204,0.0115,0.0302,0.0000,0.0000
07/11/2022 08:27:00,0.1157,0.0502,0.0783,0.0014,0.0067,0.0092,0.0091,0.0100,0.0051,0.0022,0.0110,0.0000,0.0000,0.0193,0.0204,0.0096,0.0118,0.0000,0.0000
07/11/2022 08:28:00,0.1158,0.0509,0.0774,0.0014,0.0067,0.0090,0.0092,0.0100,0.0054,0.0026,0.0109,0.0000,0.0000,0.0183,0.0204,0.0119,0.0109,0.0000,0.0000
07/11/2022 08:29:00,0.1153,0.0508,0.0775,0.0019,0.0064,0.0091,0.0090,0.0101,0.0050,0.0022,0.0107,0.0000,0.0000,0.0168,0.0205,0.0077,0.0108,0.0000,0.0000
07/11/2022 08:30:00,0.1148,0.0526,0.0774,0.0017,0.0069,0.0091,0.0091,0.0099,0.0045,0.0024,0.0109,0.0000,0.0000,0.0186,0.0206,0.0093,0.0108,0.0000,0.0000
07/11/2022 08:31:00,0.1141,0.0530,0.0781,0.0017,0.0069,0.0092,0.0090,0.0100,0.0051,0.0019,0.0111,0.0000,0.0000,0.0179,0.0204,0.0097,0.0115,0.0000,0.0000
07/11/2022 08:32:00,0.1135,0.0524,0.0778,0.0016,0.0071,0.0089,0.0091,0.0096,0.0049,0.0021,0.0112,0.0000,0.0000,0.0184,0.0204,0.0085,0.0112,0.0000,0.0000
07/11/2022 08:33:00,0.1131,0.0527,0.0778,0.0014,0.0067,0.0091,0.0091,0.0100,0.0052,0.0016,0.0112,0.0000,0.0000,0.0187,0.0204,0.0106,0.0108,0.0000,0.0000
07/11/2022 08:34:00,0.1127,0.0527,0.0780,0.0008,0.0067,0.0092,0.0089,0.0101,0.0043,0.0022,0.0113,0.0000,0.0000,0.0186,0.0204,0.0103,0.0105,0.0000,0.0000
07/11/2022 08:35:00,0.1121,0.0507,0.0774,0.0022,0.0071,0.0091,0.0086,0.0096,0.0047,0.0022,0.0112,0.0000,0.0000,0.0182,0.0204,0.0103,0.0107,0.0000,0.0000
07/11/2022 08:36:00,0.1120,0.0509,0.0774,0.0017,0.0066,0.0091,0.0089,0.0098,0.0053,0.0021,0.0112,0.0000,0.0000,0.0195,0.0204,0.0105,0.0106,0.0000,0.0000
07/11/2022 08:37:00,0.1115,0.0511,0.0760,0.0020,0.0068,0.0088,0.0087,0.0100,0.0047,0.0022,0.0112,0.0000,0.0000,0.0174,0.0206,0.0105,0.0090,0.0000,0.0000
07/11/2022 08:38:00,0.1111,0.0501,0.0757,0.0020,0.0068,0.0087,0.0088,0.0100,0.0048,0.0022,0.0113,0.0000,0.0000,0.0157,0.0205,0.0101,0.0090,0.0000,0.0000
07/11/2022 08:39:00,0.1109,0.0508,0.0758,0.0017,0.0065,0.0089,0.0087,0.0098,0.0047,0.0020,0.0111,0.0000,0.0000,0.0168,0.0205,0.0097,0.0088,0.0000,0.0000
07/11/2022 08:40:00,0.1107,0.0506,0.0758,0.0009,0.0063,0.0088,0.0091,0.0098,0.0052,0.0025,0.0110,0.0000,0.0000,0.0161,0.0205,0.0105,0.0087,0.0000,0.0000
07/11/2022 08:41:00,0.1107,0.0507,0.0753,0.0018,0.0068,0.0091,0.0089,0.0100,0.0054,0.0025,0.0108,0.0000,0.0000,0.0172,0.0204,0.0105,0.0090,0.0000,0.0000
07/11/2022 08:42:00,0.1100,0.0504,0.0829,0.0018,0.0068,0.0091,0.0089,0.0100,0.0057,0.0022,0.0112,0.0000,0.0000,0.0191,0.0204,0.0105,0.0166,0.0000,0.0000
07/11/2022 08:43:00,0.1099,0.0505,0.0776,0.0015,0.0065,0.0091,0.0088,0.0098,0.0051,0.0024,0.0111,0.0000,0.0000,0.0190,0.0204,0.0086,0.0108,0.0000,0.0000
07/11/2022 08:44:00,0.1096,0.0505,0.0780,0.0016,0.0062,0.0092,0.0088,0.0103,0.0042,0.0012,0.0113,0.0000,0.0000,0.0186,0.0204,0.0104,0.0112,0.0000,0.0000
07/11/2022 08:45:00,0.1096,0.0503,0.0778,0.0014,0.0067,0.0089,0.0087,0.0101,0.0052,0.0017,0.0112,0.0000,0.0000,0.0173,0.0206,0.0103,0.0110,0.0000,0.0000
07/11/2022 08:46:00,0.1095,0.0505,0.0776,0.0012,0.0063,0.0090,0.0087,0.0101,0.0052,0.0019,0.0111,0.0000,0.0000,0.0205,0.0204,0.0100,0.0112,0.0000,0.0000
07/11/2022 08:47:00,0.0928,0.0510,0.0778,0.0013,0.0068,0.0090,0.0091,0.0100,0.0052,0.0019,0.0114,0.0000,0.0000,0.0182,0.0204,0.0092,0.0110,0.0000,0.0000
07/11/2022 08:48:00,0.0405,0.0506,0.0778,0.0017,0.0070,0.0090,0.0087,0.0100,0.0050,0.0019,0.0114,0.0000,0.0000,0.0185,0.0206,0.0083,0.0107,0.0000,0.0000
07/11/2022 08:49:00,0.0728,0.0507,0.0776,0.0016,0.0064,0.0092,0.0089,0.0097,0.0041,0.0018,0.0111,0.0000,0.0000,0.0185,0.0203,0.0098,0.0109,0.0000,0.0349
07/11/2022 08:50:00,0.0874,0.0503,0.0774,0.0014,0.0068,0.0090,0.0087,0.0100,0.0059,0.0011,0.0110,0.0000,0.0000,0.0200,0.0204,0.0109,0.0107,0.0000,0.0537
07/11/2022 08:51:00,0.0881,0.0506,0.0763,0.0015,0.0065,0.0090,0.0087,0.0099,0.0048,0.0021,0.0111,0.0000,0.0000,0.0181,0.0204,0.0103,0.0096,0.0000,0.0545
07/11/2022 08:52:00,0.0882,0.0503,0.0756,0.0012,0.0064,0.0093,0.0087,0.0099,0.0054,0.0018,0.0110,0.0000,0.0000,0.0193,0.0205,0.0103,0.0090,0.0000,0.0549
07/11/2022 08:53:00,0.0883,0.0509,0.0805,0.0013,0.0067,0.0090,0.0085,0.0101,0.0047,0.0026,0.0113,0.0000,0.0000,0.0187,0.0205,0.0102,0.0140,0.0000,0.0554
07/11/2022 08:54:00,0.0894,0.0504,0.0800,0.0018,0.0067,0.0092,0.0087,0.0101,0.0047,0.0017,0.0111,0.0000,0.0000,0.0192,0.0205,0.0111,0.0133,0.0000,0.0551
07/11/2022 08:55:00,0.0884,0.0507,0.0791,0.0010,0.0072,0.0092,0.0087,0.0099,0.0052,0.0019,0.0110,0.0000,0.0000,0.0182,0.0204,0.0107,0.0130,0.0000,0.0551
07/11/2022 08:56:00,0.0880,0.0507,0.0835,0.0011,0.0065,0.0092,0.0090,0.0101,0.0051,0.0018,0.0111,0.0000,0.0000,0.0182,0.0204,0.0104,0.0167,0.0000,0.0544
07/11/2022 08:57:00,0.0874,0.0505,0.0887,0.0014,0.0073,0.0090,0.0088,0.0102,0.0048,0.0022,0.0112,0.0000,0.0000,0.0178,0.0204,0.0090,0.0216,0.0000,0.0540
07/11/2022 08:58:00,0.0795,0.0503,0.0938,0.0013,0.0071,0.0089,0.0088,0.0098,0.0046,0.0025,0.0110,0.0000,0.0000,0.0165,0.0203,0.0080,0.0273,0.0000,0.0449
07/11/2022 08:59:00,0.0405,0.0503,0.0926,0.0016,0.0065,0.0090,0.0081,0.0096,0.0052,0.0019,0.0111,0.0000,0.0000,0.0178,0.0204,0.0095,0.0256,0.0000,0.0000
07/11/2022 09:00:00,0.0401,0.0524,0.0870,0.0012,0.0064,0.0091,0.0088,0.0099,0.0051,0.0022,0.0108,0.0000,0.0000,0.0171,0.0204,0.0109,0.0205,0.0000,0.0000
07/11/2022 09:01:00,0.0409,0.0526,0.0828,0.0012,0.0068,0.0090,0.0085,0.0098,0.0055,0.0022,0.0111,0.0000,0.0000,0.0199,0.0205,0.0103,0.0165,0.0000,0.0000
07/11/2022 09:02:00,0.0409,0.0522,0.0809,0.0019,0.0061,0.0090,0.0090,0.0098,0.0052,0.0025,0.0114,0.0000,0.0000,0.0194,0.0204,0.0108,0.0148,0.0000,0.0000
07/11/2022 09:03:00,0.0402,0.0524,0.0777,0.0015,0.0069,0.0090,0.0085,0.0101,0.0050,0.0021,0.0111,0.0000,0.0000,0.0178,0.0205,0.0088,0.0115,0.0000,0.0000
07/11/2022 09:04:00,0.0403,0.0525,0.0766,0.0009,0.0069,0.0093,0.0090,0.0102,0.0052,0.0015,0.0110,0.0000,0.0000,0.0189,0.0204,0.0090,0.0107,0.0000,0.0000
07/11/2022 09:05:00,0.0404,0.0503,0.0756,0.0017,0.0063,0.0091,0.0087,0.0100,0.0054,0.0020,0.0108,0.0000,0.0000,0.0182,0.0205,0.0098,0.0094,0.0000,0.0000
07/11/2022 09:06:00,0.0402,0.0503,0.0755,0.0015,0.0063,0.0088,0.0085,0.0096,0.0048,0.0023,0.0111,0.0000,0.0000,0.0192,0.0203,0.0103,0.0091,0.0000,0.0000
07/11/2022 09:07:00,0.0405,0.0504,0.0751,0.0013,0.0063,0.0089,0.0086,0.0098,0.0047,0.0019,0.0110,0.0000,0.0000,0.0188,0.0205,0.0094,0.0089,0.0000,0.0000
07/11/2022 09:08:00,0.0405,0.0502,0.0752,0.0010,0.0069,0.0090,0.0087,0.0096,0.0053,0.0024,0.0110,0.0000,0.0000,0.0172,0.0205,0.0089,0.0090,0.0000,0.0000
07/11/2022 09:09:00,0.0405,0.0505,0.0757,0.0010,0.0064,0.0087,0.0091,0.0098,0.0053,0.0020,0.0110,0.0000,0.0000,0.0168,0.0203,0.0090,0.0092,0.0000,0.0000
07/11/2022 09:10:00,0.0707,0.0509,0.0756,0.0016,0.0401,0.0095,0.0082,0.0098,0.0045,0.0029,0.0112,0.0000,0.0000,0.0180,0.0203,0.0103,0.0089,0.0000,0.0000
07/11/2022 09:11:00,0.1720,0.0508,0.0659,0.0014,0.1463,0.0095,0.0093,0.0099,0.0045,0.0022,0.0110,0.0000,0.0000,0.0190,0.0204,0.0090,0.0089,0.0000,0.0000
07/11/2022 09:12:00,0.1707,0.0569,0.0659,0.0013,0.1446,0.0095,0.0090,0.0096,0.0051,0.0022,0.0113,0.0000,0.0000,0.0194,0.0204,0.0099,0.0089,0.0000,0.0000
07/11/2022 09:13:00,0.1660,0.0598,0.0668,0.0016,0.1399,0.0094,0.0092,0.0100,0.0046,0.0029,0.0112,0.0000,0.0000,0.0195,0.0206,0.0103,0.0089,0.0000,0.0000
07/11/2022 09:14:00,0.1649,0.0588,0.0668,0.0015,0.1394,0.0096,0.0089,0.0100,0.0046,0.0018,0.0113,0.0000,0.0000,0.0183,0.0204,0.0114,0.0091,0.0000,0.0000
07/11/2022 09:15:00,0.0903,0.0507,0.0754,0.0015,0.0598,0.0091,0.0088,0.0103,0.0051,0.0020,0.0110,0.0000,0.0000,0.0193,0.0204,0.0111,0.0091,0.0000,0.0000
07/11/2022 09:16:00,0.0878,0.0498,0.0840,0.0012,0.0064,0.0090,0.0087,0.0101,0.0049,0.0017,0.0113,0.0000,0.0000,0.0196,0.0204,0.0104,0.0173,0.0000,0.0000
07/11/2022 09:17:00,0.1167,0.0503,0.0779,0.0011,0.0069,0.0090,0.0087,0.0104,0.0047,0.0019,0.0111,0.0000,0.0000,0.0171,0.0205,0.0080,0.0103,0.0000,0.0000
07/11/2022 09:18:00,0.1126,0.0505,0.0780,0.0012,0.0065,0.0091,0.0088,0.0098,0.0053,0.0025,0.0110,0.0000,0.0000,0.0200,0.0206,0.0083,0.0111,0.0000,0.0000
07/11/2022 09:19:00,0.1125,0.0512,0.0814,0.0009,0.0064,0.0093,0.0084,0.0097,0.0046,0.0025,0.0109,0.0000,0.0000,0.0185,0.0204,0.0100,0.0150,0.0000,0.0000
07/11/2022 09:20:00,0.1118,0.0508,0.0863,0.0011,0.0071,0.0090,0.0088,0.0097,0.0046,0.0020,0.0111,0.0000,0.0000,0.0195,0.0205,0.0108,0.0193,0.0000,0.0000
07/11/2022 09:21:00,0.1111,0.0508,0.0843,0.0013,0.0068,0.0088,0.0091,0.0101,0.0051,0.0020,0.0108,0.0000,0.0000,0.0183,0.0205,0.0116,0.0173,0.0000,0.0000
07/11/2022 09:22:00,0.1103,0.0508,0.0778,0.0017,0.0064,0.0091,0.0088,0.0098,0.0056,0.0023,0.0110,0.0000,0.0000,0.0192,0.0204,0.0100,0.0114,0.0000,0.0000
07/11/2022 09:23:00,0.1187,0.0543,0.0834,0.0010,0.0072,0.0099,0.0089,0.0109,0.0050,0.0026,0.0120,0.0000,0.0000,0.0203,0.0222,0.0115,0.0114,0.0000,0.0000
07/11/2022 09:24:00,0.1012,0.0469,0.0713,0.0016,0.0060,0.0083,0.0082,0.0091,0.0047,0.0019,0.0102,0.0000,0.0000,0.0176,0.0188,0.0097,0.0095,0.0000,0.0000
07/11/2022 09:25:00,0.1095,0.0509,0.0773,0.0020,0.0069,0.0092,0.0090,0.0099,0.0047,0.0017,0.0112,0.0000,0.0000,0.0181,0.0206,0.0110,0.0106,0.0000,0.0000
07/11/2022 09:26:00,0.1096,0.0504,0.0780,0.0012,0.0067,0.0093,0.0087,0.0099,0.0050,0.0023,0.0110,0.0000,0.0000,0.0181,0.0203,0.0094,0.0108,0.0000,0.0000
07/11/2022 09:27:00,0.1364,0.0508,0.0784,0.0013,0.0068,0.0090,0.0087,0.0099,0.0049,0.0019,0.0109,0.0000,0.0000,0.0159,0.0205,0.0079,0.0115,0.0000,0.0278
07/11/2022 09:28:00,0.1630,0.0506,0.0799,0.0016,0.0063,0.0090,0.0087,0.0102,0.0047,0.0017,0.0109,0.0000,0.0000,0.0181,0.0205,0.0088,0.0130,0.0000,0.0544
07/11/2022 09:29:00,0.1618,0.0507,0.0801,0.0014,0.0075,0.0093,0.0086,0.0099,0.0041,0.0022,0.0108,0.0000,0.0000,0.0182,0.0204,0.0100,0.0130,0.0000,0.0538
07/11/2022 09:30:00,0.1628,0.0525,0.0793,0.0018,0.0062,0.0090,0.0085,0.0096,0.0050,0.0025,0.0113,0.0000,0.0000,0.0186,0.0205,0.0095,0.0126,0.0000,0.0545
07/11/2022 09:31:00,0.1666,0.9002,0.0822,0.0013,0.0071,0.0091,0.0091,0.0099,0.0042,0.0019,0.0119,0.0000,0.0000,0.0204,0.0203,0.0104,0.0145,0.0000,0.0561
07/11/2022 09:32:00,0.1493,0.3084,0.0852,0.0012,0.0067,0.0093,0.0088,0.0097,0.0055,0.0029,0.0113,0.0000,0.0000,0.0182,0.0203,0.0104,0.0180,0.0000,0.0557
07/11/2022 09:33:00,0.0891,0.0525,0.0917,0.0024,0.0070,0.0092,0.0088,0.0101,0.0046,0.0020,0.0111,0.0000,0.0000,0.0197,0.0204,0.0105,0.0247,0.0000,0.0556
07/11/2022 09:34:00,0.0909,0.4207,0.1040,0.0017,0.0069,0.0092,0.0088,0.0100,0.0053,0.0023,0.0112,0.0000,0.0000,0.0193,0.0203,0.0096,0.0367,0.0000,0.0563
07/11/2022 09:35:00,0.0892,0.2505,0.1096,0.0017,0.0067,0.0090,0.0088,0.0099,0.0045,0.0022,0.0111,0.0000,0.0000,0.0188,0.0204,0.0102,0.0427,0.0000,0.0554
07/11/2022 09:36:00,0.0892,0.2505,0.1096,0.0017,0.0067,0.0090,0.0088,0.0099,0.0045,0.0022,0.0111,0.0000,0.0000,0.0188,0.0204,0.0102,0.0427,0.0000,0.0545
07/11/2022 09:37:00,0.0498,0.0620,0.1340,0.0015,0.0065,0.0089,0.0091,0.0099,0.0046,0.0022,0.0108,0.0000,0.0000,0.0376,0.0203,0.0094,0.0426,0.0000,0.0104
07/11/2022 09:38:00,0.0407,0.0732,0.1539,0.0015,0.0069,0.0091,0.0086,0.0101,0.0050,0.0016,0.0110,0.0000,0.0000,0.0526,0.0205,0.0096,0.0426,0.0000,0.0000
07/11/2022 09:39:00,0.0410,0.0619,0.1514,0.0016,0.0064,0.0092,0.0087,0.0100,0.0057,0.0014,0.0113,0.0000,0.0000,0.0507,0.0204,0.0107,0.0427,0.0000,0.0000
07/11/2022 09:40:00,0.0412,0.0618,0.1547,0.0010,0.0068,0.0092,0.0089,0.0101,0.0050,0.0022,0.0110,0.0000,0.0000,0.0538,0.0204,0.0120,0.0429,0.0000,0.0000
07/11/2022 09:41:00,0.0411,0.0783,0.1542,0.0011,0.0071,0.0094,0.0086,0.0100,0.0041,0.0027,0.0115,0.0000,0.0000,0.0529,0.0204,0.0098,0.0427,0.0000,0.0000
07/11/2022 09:42:00,0.0406,0.0621,0.1546,0.0019,0.0070,0.0092,0.0085,0.0103,0.0042,0.0022,0.0112,0.0000,0.0000,0.0530,0.0204,0.0113,0.0426,0.0000,0.0000
07/11/2022 09:43:00,0.0410,0.0621,0.1516,0.0014,0.0069,0.0090,0.0085,0.0103,0.0052,0.0026,0.0113,0.0000,0.0000,0.0495,0.0205,0.0095,0.0425,0.0000,0.0000
07/11/2022 09:44:00,0.0403,0.0733,0.1507,0.0008,0.0067,0.0092,0.0087,0.0099,0.0045,0.0017,0.0110,0.0000,0.0000,0.0493,0.0203,0.0105,0.0424,0.0000,0.0000
07/11/2022 09:45:00,0.0404,0.0620,0.1513,0.0014,0.0068,0.0093,0.0089,0.0100,0.0040,0.0019,0.0110,0.0000,0.0000,0.0498,0.0204,0.0114,0.0426,0.0000,0.0000
07/11/2022 09:46:00,0.0404,0.0625,0.1527,0.0009,0.0069,0.0093,0.0088,0.0097,0.0058,0.0018,0.0112,0.0000,0.0000,0.0515,0.0205,0.0081,0.0425,0.0000,0.0000
07/11/2022 09:47:00,0.0405,0.0732,0.1524,0.0014,0.0069,0.0090,0.0086,0.0097,0.0043,0.0020,0.0112,0.0000,0.0000,0.0513,0.0205,0.0101,0.0425,0.0000,0.0000
07/11/2022 09:48:00,0.0405,0.0619,0.1502,0.0016,0.0066,0.0092,0.0083,0.0103,0.0045,0.0020,0.0112,0.0000,0.0000,0.0493,0.0205,0.0098,0.0424,0.0000,0.0000
07/11/2022 09:49:00,0.0408,0.0693,0.1498,0.0022,0.0066,0.0090,0.0086,0.0096,0.0045,0.0024,0.0112,0.0000,0.0000,0.0489,0.0204,0.0090,0.0422,0.0000,0.0000
07/11/2022 09:50:00,0.0410,0.0661,0.1506,0.0014,0.0066,0.0093,0.0088,0.0097,0.0054,0.0016,0.0114,0.0000,0.0000,0.0497,0.0205,0.0104,0.0424,0.0000,0.0000
07/11/2022 09:51:00,0.0404,0.0620,0.1534,0.0012,0.0064,0.0095,0.0087,0.0099,0.0045,0.0026,0.0112,0.0000,0.0000,0.0526,0.0204,0.0108,0.0422,0.0000,0.0000
07/11/2022 09:52:00,0.0404,0.0732,0.1465,0.0013,0.0068,0.0091,0.0086,0.0095,0.0044,0.0022,0.0113,0.0000,0.0000,0.0521,0.0203,0.0115,0.0353,0.0000,0.0000
07/11/2022 09:53:00,0.0406,0.0620,0.1204,0.0009,0.0065,0.0092,0.0085,0.0099,0.0047,0.0022,0.0113,0.0000,0.0000,0.0505,0.0203,0.0102,0.0105,0.0000,0.0000
07/11/2022 09:54:00,0.0403,0.0619,0.1202,0.0015,0.0069,0.0090,0.0086,0.0098,0.0057,0.0028,0.0113,0.0000,0.0000,0.0506,0.0205,0.0099,0.0106,0.0000,0.0000
07/11/2022 09:55:00,0.0399,0.0731,0.1206,0.0016,0.0069,0.0094,0.0082,0.0100,0.0058,0.0025,0.0112,0.0000,0.0000,0.0508,0.0203,0.0087,0.0105,0.0000,0.0000
07/11/2022 09:56:00,0.0407,0.0617,0.1205,0.0014,0.0070,0.0093,0.0088,0.0101,0.0056,0.0020,0.0112,0.0000,0.0000,0.0518,0.0203,0.0103,0.0098,0.0000,0.0000
07/11/2022 09:57:00,0.0405,0.0619,0.1199,0.0015,0.0068,0.0092,0.0086,0.0094,0.0042,0.0018,0.0113,0.0000,0.0000,0.0518,0.0205,0.0103,0.0086,0.0000,0.0000
07/11/2022 09:58:00,0.0403,0.0616,0.1171,0.0005,0.0066,0.0092,0.0091,0.0101,0.0050,0.0025,0.0112,0.0000,0.0000,0.0494,0.0204,0.0097,0.0091,0.0000,0.0000
07/11/2022 09:59:00,0.0403,0.0618,0.1184,0.0013,0.0065,0.0088,0.0087,0.0104,0.0043,0.0022,0.0112,0.0000,0.0000,0.0508,0.0203,0.0090,0.0091,0.0000,0.0000
07/11/2022 10:00:00,0.0404,0.0747,0.1190,0.0017,0.0066,0.0090,0.0088,0.0100,0.0054,0.0020,0.0112,0.0000,0.0000,0.0510,0.0204,0.0101,0.0091,0.0000,0.0000
07/11/2022 10:01:00,0.0403,0.0641,0.1192,0.0023,0.0067,0.0092,0.0083,0.0100,0.0050,0.0027,0.0113,0.0000,0.0000,0.0518,0.0206,0.0096,0.0090,0.0000,0.0000
07/11/2022 10:02:00,0.0407,0.0640,0.1198,0.0016,0.0063,0.0090,0.0085,0.0100,0.0057,0.0021,0.0110,0.0000,0.0000,0.0515,0.0204,0.0101,0.0091,0.0000,0.0000
07/11/2022 10:03:00,0.0405,0.0643,0.1150,0.0011,0.0068,0.0092,0.0083,0.0099,0.0047,0.0018,0.0112,0.0000,0.0000,0.0494,0.0205,0.0111,0.0093,0.0000,0.0000
07/11/2022 10:04:00,0.1445,0.0750,0.1083,0.0015,0.0067,0.0087,0.0086,0.0099,0.0047,0.0024,0.0113,0.0000,0.0000,0.0494,0.0204,0.0105,0.0086,0.0000,0.0316
07/11/2022 10:05:00,0.1672,0.0623,0.1076,0.0013,0.0072,0.0091,0.0086,0.0100,0.0046,0.0022,0.0108,0.0000,0.0000,0.0497,0.0205,0.0068,0.0090,0.0000,0.0540
07/11/2022 10:06:00,0.1664,0.0620,0.1103,0.0014,0.0065,0.0092,0.0087,0.0102,0.0051,0.0020,0.0106,0.0000,0.0000,0.0520,0.0204,0.0098,0.0087,0.0000,0.0544
07/11/2022 10:07:00,0.1655,0.0624,0.1105,0.0015,0.0067,0.0091,0.0088,0.0100,0.0046,0.0018,0.0112,0.0000,0.0000,0.0518,0.0206,0.0099,0.0087,0.0000,0.0543
07/11/2022 10:08:00,0.1659,0.0615,0.1081,0.0016,0.0064,0.0092,0.0088,0.0098,0.0048,0.0016,0.0113,0.0000,0.0000,0.0492,0.0203,0.0100,0.0091,0.0000,0.0553
07/11/2022 10:09:00,0.1662,0.0733,0.1078,0.0009,0.0070,0.0090,0.0086,0.0097,0.0036,0.0026,0.0113,0.0000,0.0000,0.0492,0.0204,0.0097,0.0089,0.0000,0.0556
07/11/2022 10:10:00,0.1647,0.0615,0.1094,0.0013,0.0065,0.0089,0.0086,0.0097,0.0057,0.0026,0.0110,0.0000,0.0000,0.0503,0.0204,0.0087,0.0090,0.0000,0.0548
07/11/2022 10:11:00,0.1637,0.0620,0.1105,0.0015,0.0063,0.0090,0.0088,0.0098,0.0047,0.0025,0.0109,0.0000,0.0000,0.0518,0.0203,0.0101,0.0089,0.0000,0.0546
07/11/2022 10:12:00,0.1628,0.0620,0.1112,0.0015,0.0068,0.0089,0.0086,0.0101,0.0047,0.0022,0.0110,0.0000,0.0000,0.0522,0.0205,0.0110,0.0089,0.0000,0.0538
07/11/2022 10:13:00,0.1305,0.0677,0.1123,0.0013,0.0068,0.0091,0.0087,0.0099,0.0051,0.0023,0.0112,0.0000,0.0000,0.0494,0.0205,0.0086,0.0133,0.0000,0.0430
07/11/2022 10:14:00,0.1305,0.0677,0.1123,0.0013,0.0068,0.0091,0.0087,0.0099,0.0051,0.0023,0.0112,0.0000,0.0000,0.0494,0.0205,0.0086,0.0133,0.0000,0.0000
07/11/2022 10:15:00,0.1091,0.0619,0.1198,0.0017,0.0064,0.0090,0.0089,0.0100,0.0055,0.0023,0.0109,0.0000,0.0000,0.0510,0.0205,0.0086,0.0106,0.0000,0.0000
07/11/2022 10:16:00,0.1087,0.0615,0.1260,0.0017,0.0069,0.0090,0.0086,0.0097,0.0055,0.0023,0.0109,0.0000,0.0000,0.0532,0.0205,0.0109,0.0137,0.0000,0.0000
07/11/2022 10:17:00,0.1079,0.0616,0.1370,0.0010,0.0070,0.0088,0.0087,0.0099,0.0051,0.0019,0.0108,0.0000,0.0000,0.0532,0.0204,0.0098,0.0249,0.0000,0.0000
07/11/2022 10:18:00,0.1079,0.0724,0.1498,0.0020,0.0069,0.0090,0.0087,0.0100,0.0052,0.0013,0.0111,0.0000,0.0000,0.0496,0.0204,0.0107,0.0412,0.0000,0.0000
07/11/2022 10:19:00,0.0954,0.0613,0.1515,0.0013,0.0065,0.0090,0.0086,0.0098,0.0051,0.0013,0.0109,0.0000,0.0000,0.0504,0.0202,0.0112,0.0424,0.0000,0.0000
07/11/2022 10:20:00,0.0405,0.0616,0.1509,0.0009,0.0068,0.0091,0.0086,0.0099,0.0047,0.0015,0.0106,0.0000,0.0000,0.0501,0.0207,0.0097,0.0423,0.0000,0.0000
07/11/2022 10:21:00,0.0404,0.0618,0.1541,0.0010,0.0066,0.0090,0.0085,0.0100,0.0054,0.0021,0.0105,0.0000,0.0000,0.0527,0.0204,0.0102,0.0424,0.0000,0.0000
07/11/2022 10:22:00,0.0403,0.0616,0.1525,0.0012,0.0070,0.0090,0.0087,0.0098,0.0049,0.0021,0.0109,0.0000,0.0000,0.0515,0.0204,0.0093,0.0423,0.0000,0.0000
